coding_id,repo,commit_sha,commit_message,gemini_label,gpt55_label,deepseek_label,claude_label,claude_confidence,claude_reason,majority_3plus_label,plurality_label,agreement_count_max,all_four_agree,at_least_three_agree,two_two_tie,all_four_different
C032,wolfSSL/wolfssl,f4821eb0f4f49a04ed2ce6aa0b4541cb2f33794d,Merge pull request #8827 from SparkiDev/ml_kem_codepoints,D2,D2,D9,D2,low,"Branch concerns ML-KEM 'codepoints', likely algorithm identifiers for negotiation.",D2,D2,3,false,true,false,false
C033,openssl/openssl,0ef373bd34f3840d6d8b1aa90342244cb41c0f46,rename ml_dsa_sig.c to ml_dsa_sig.c.in,D9,D9,D9,D8,medium,Rename to .c.in indicates conversion to a build-system template file.,D9,D9,3,false,true,false,false
C039,wolfSSL/wolfssl,56c20aeda0ddf5427f9e1b3112fec326db4a4401,Rust wrapper: dilithium: remove unnecessary size define presence checks,D1,D9,D9,D9,medium,"Removes redundant preprocessor size-checks; cleanup, not a substantive size defect.",D9,D9,3,false,true,false,false
C040,wolfSSL/wolfssl,3fbbc7c1bbfbb15fb3fc1410b480176a99d07ed3,Fix implicit conversion.,D8,D8,D9,D8,low,Implicit type-conversion fixes are typically compiler-warning/portability issues.,D8,D8,3,false,true,false,false
C045,open-quantum-safe/oqs-provider,af20d054c06822555234f9b53e6b8b3a446bde17,Full OQS project integration (#1),D8,D8,D9,D9,medium,"Initial broad project-integration commit; generic, no specific defect.",,,2,false,false,true,false
C051,openssl/openssl,7057138f0fb3fef022877bb85d0ea9131a01da46,fips: defined for ML-KEM CASTs,D8,D8,D9,D9,medium,FIPS conditional definitions for self-tests; generic compliance work.,,,2,false,false,true,false
C052,wolfSSL/wolfssl,a2635be9e6d645e8d73da09789401fdcf06cc539,wolfCrypt support for external Kyber implementations (liboqs and pqm4),D8,D2,D2,D2,medium,Adds support for external Kyber providers; provider/algorithm flexibility.,D2,D2,3,false,true,false,false
C056,aws/s2n-tls,4d8243d90d0822d11dd3233fa0080df64dc198f1,Add Kyber Round 2 TLS Security Policy (#2138),D9,D9,D2,D2,medium,Adds a named TLS security policy enabling Kyber; algorithm-selection config.,,,2,false,false,true,false
C060,openssl/openssl,4d3d1c9f014dfdef1b49823e3704bc2845ae73fe,ml_dsa_kmgmt: check params against len and not pointers in ml_dsa_key_fromdata,D1,D7,D7,D7,high,Changes validation to check length instead of pointers; explicit check/validation fix.,D7,D7,3,false,true,false,false
C061,wolfSSL/wolfssl,0780fd9719ea695d8bb32aa274c1039832e02270,liboqs: add RNG support for sphincs,D2,D2,D9,D9,medium,"Adding RNG support feature; generic, no specific defect.",,,2,false,false,true,false
C064,open-quantum-safe/liboqs,c62031ee75b61c8d402f3d8e04e47300742ed8bb,Include DeriveEncapsulation functionality (Issue #2135) (#2221),D2,D2,D2,D9,medium,Adding new API functionality; generic feature addition.,D2,D2,3,false,true,false,false
C066,wolfSSL/wolfssl,db6df887a61a01e72366b8ba1fdd35361cb32cd5,Correct kyber levels. Was copy and paste error.,D9,D7,D7,D1,medium,"Copy-paste error in security-level mapping, which determines key/buffer sizes.",,D7,2,false,false,false,false
C069,open-quantum-safe/oqs-provider,15e24d18211e65b7d220acac55d355e1e57f069b,Remove SPHINCS+ (#740),D9,D2,D2,D2,medium,Removing an algorithm changes the available algorithm set/support.,D2,D2,3,false,true,false,false
C070,wolfSSL/wolfssl,3524ece54e58661add62980af941af249bcfd2f5,Fix PQC key exchange with multiple KEM key shares,D2,D2,D9,D2,medium,Fix in key-exchange logic for handling multiple KEM key shares (hybrid negotiation).,D2,D2,3,false,true,false,false
C071,wolfSSL/wolfssl,ef925b8b3071325812a8021b7401dc4424f6225e,wolfcrypt/src/wc_kyber_poly.c: fix bugprone-macro-parentheses for FROM_MSG_BIT.,D9,D8,D9,D9,high,Static-analysis (clang-tidy) lint fix.,D9,D9,3,false,true,false,false
C072,openssl/openssl,a2079b82ba9b78f8a9e76c2f3387c39c0b44d28a,Drop value barrier from ML-DSA reduce_once,D4,D6,D4,D6,medium,Dropping a 'value barrier' typically used to preserve constant-time guarantees.,,,2,false,false,true,false
C073,wolfSSL/wolfssl,00abce3474d564a0d01ee9cde7002c29acac9cf9,Merge pull request #10310 from cconlon/d2iMLDSA,D9,D2,D2,D9,low,"Branch about a DER-decoding helper; generic feature, low detail.",,,2,false,false,true,false
C080,aws/s2n-tls,ce0234e4116d05936c0847a1d3874f3851e44b3d,Add ML-KEM Feature Probe and Test (#4823),D9,D8,D9,D9,high,Adding feature-probe and test; test/feature maintenance.,D9,D9,3,false,true,false,false
C082,wolfSSL/wolfssl,39d4832b0b75e4f18521d2841e38f38090adae02,Merge pull request #8207 from bigbrett/dilithium-nightly-fixes,D9,D9,D9,D8,low,Branch concerns nightly CI fixes; inferred from branch name.,D9,D9,3,false,true,false,false
C083,wolfSSL/wolfssl,0b18e250edc1f96d17dbadbc8db3ac14ff9a67c9,Merge pull request #6576 from iyanmv/liboqs-1.8,D9,D8,D8,D8,low,Branch concerns a liboqs dependency version bump.,D8,D8,3,false,true,false,false
C085,wolfSSL/wolfssl,e9292e301f620ff60d57caa253e71dbfc12bc6aa,add _new/_delete API for ML-KEM/ML-DSA,D5,D2,D2,D5,medium,Adds constructor/destructor ('_new/_delete') lifecycle API tied to allocation.,,,2,false,false,true,false
C086,open-quantum-safe/liboqs,77524aea43dd11f138b15f37a67c139f868d8183,Merge pull request #524 from open-quantum-safe/ds-backout-ledakem,D9,D2,D9,D9,medium,Reverting/backing out an algorithm; generic maintenance.,D9,D9,3,false,true,false,false
C093,openssl/openssl,3b3680c63936a0c316d25f783eee7406bca1b320,ML-DSA: Refactor to use function pointers for AVX2/scalar NTT,D4,D4,D9,D4,medium,"Refactor adds runtime dispatch between AVX2/scalar NTT, a performance mechanism.",D4,D4,3,false,true,false,false
C097,wolfSSL/wolfssl,328822b447a0a60db17929299e6ac5de700b4bc8,Merge pull request #10047 from Frauschi/mldsa_no_ctx,D9,D2,D2,D2,medium,Branch concerns removing a context parameter from the ML-DSA API signature.,D2,D2,3,false,true,false,false
C098,wolfSSL/wolfssl,cceeb776f7d45252dc83986d0809a9b5a36d1059,gate dilithium OID autodetection on FIPS 204 draft mode,D2,D2,D8,D2,low,Conditional gating of OID auto-detection; relates to algorithm identification logic.,D2,D2,3,false,true,false,false
C104,open-quantum-safe/liboqs,9901a286cac06f6f9513baa8e2b800bd45b8e131,Use explicit_memset if available. NetBSD has support for it: (#1872),D5,D6,D6,D6,medium,explicit_memset guards against secret-clearing code being optimized away.,D6,D6,3,false,true,false,false
C109,open-quantum-safe/oqs-provider,4bf202bdbe4a1c9dbb7e88ccd0636c9848d90afc,Generate (also historical) (O)ID tables (#167),D9,D2,D9,D9,low,"Generating OID identifier tables; tooling/generic, some algorithm-ID relevance.",D9,D9,3,false,true,false,false
C110,open-quantum-safe/oqs-provider,c71c2ada31dd42c7226add0e408c23b0b5a22832,update Falcon IDs (#125),D2,D2,D9,D2,low,Updating algorithm identifiers; relates to algorithm identification.,D2,D2,3,false,true,false,false
C111,wolfSSL/wolfssl,80a63a3fce9e6931a3434217a8dc2c9e3bd81cef,Merge pull request #7924 from anhu/pqm4_purge,D9,D9,D9,D8,medium,Removing an external library dependency (pqm4).,D9,D9,3,false,true,false,false
C116,wolfSSL/wolfssl,d620e937f04a97bf292507fd189c0b0d7c47dc1a,Merge pull request #8229 from bigbrett/pqc-macro-protection-quickfix,D8,D8,D9,D8,low,Branch concerns a macro-protection quickfix; likely a conditional-compile guard issue.,D8,D8,3,false,true,false,false
C117,wolfSSL/wolfssl,5339fe0d9f1a155c617a534e3c8eb2d7d7ee6889,Merge pull request #6715 from anhu/WOLFSSL_NO_SPHINCS,D8,D2,D8,D8,medium,Branch adds a build flag to disable SPHINCS+.,D8,D8,3,false,true,false,false
C119,wolfSSL/wolfssl,2a2f9d5916a59ec0ffc65bfe3d482d537d4c4f8b,ML-KEM compatibility,D2,D2,D9,D2,low,Vague 'compatibility' note; likely interoperability-related.,D2,D2,3,false,true,false,false
C120,wolfSSL/wolfssl,c7e054a7a76dfe035562f1cb4ea469036d21f1d4,Rename ML-KEM hybrids to match IETF Draft.,D9,D2,D2,D2,medium,Renaming hybrid group names to match an IETF draft affects negotiation identifiers.,D2,D2,3,false,true,false,false
C128,wolfSSL/wolfssl,4551926dad0b505fcf7bced837a0fb78b6b3d6e8,Fix inverted logic in Sphincs and Falcon,D9,D7,D7,D7,medium,Inverted boolean logic likely caused an incorrect validation/check result.,D7,D7,3,false,true,false,false
C132,wolfSSL/wolfssl,f7ea8fca67e1249202c4fbe00bb8d43dd1609bd5,Explicitly declare dilithium_coeff_eta2[] as signed,D8,D8,D9,D8,medium,Explicit signedness declaration fix; a compiler-portability concern.,D8,D8,3,false,true,false,false
C133,wolfSSL/wolfssl,1e9607b65ea4cc8f3e71c03a79e59a2d3f37e268,Fixes for ML-DSA and LMS cast warnings and spelling errors.,D8,D8,D9,D8,medium,Fixing compiler cast warnings (plus minor spelling fixes).,D8,D8,3,false,true,false,false
C134,wolfSSL/wolfssl,fb691fac94f079170a7fd90b75bb1cffa2a5846c,Merge pull request #8947 from SparkiDev/mldsa_openssl_der,D9,D2,D2,D9,low,Generic merge branch with no defect detail.,,,2,false,false,true,false
C136,open-quantum-safe/oqs-provider,1bd2a1bcf797e349f5b9486c310f0870de87e6f1,switch doc to release	 add backlevel liboqs support (#544),D9,D8,D8,D8,low,Adds backward-compatible support for an older liboqs version.,D8,D8,3,false,true,false,false
C142,wolfSSL/wolfssl,79787eaaa4e8ab1ef7df1b7c6d7be8b2c3542fa1,Merge pull request #4419 from anhu/set1_groups_list,D9,D2,D2,D2,medium,Branch concerns configuring the TLS groups (algorithm) list.,D2,D2,3,false,true,false,false
C144,wolfSSL/wolfssl,32a07a7f5a45baa322381037b30a35c575ee470d,Merge pull request #6723 from anhu/bench_sphincs_gating,D8,D4,D4,D4,low,Branch concerns gating SPHINCS+ benchmarks.,D4,D4,3,false,true,false,false
C145,openssl/openssl,3bb06ce79806d7e725244dd62212ef935112b82c,ml-dsa: use TRIE & struct based param name decoders,D2,D2,D9,D2,low,Refactors parameter-name decoding for the ML-DSA provider.,D2,D2,3,false,true,false,false
C146,openssl/openssl,318994a121daa479f9418514ccf0ac196792de3b,ASN.1 ML-KEM private key format,D9,D2,D2,D9,medium,Defines a new key-encoding format; feature work.,,,2,false,false,true,false
C147,wolfSSL/wolfssl,ebeb95e47bd0323eebb12b63a98c0981a156ce42,Initialize Dilithium keyTypeTemp and keySizeTemp,D1,D7,D9,D7,medium,Uninitialized temp variables fixed; defensive-coding/initialization gap.,,D7,2,false,false,false,false
C152,wolfSSL/wolfssl,f7afc47d98d799c989675c134c7bcf1d281f7375,Kyber ARM32 ASM: add assembly using base instructions,D4,D4,D9,D4,medium,New ASM implementation; performance optimization.,D4,D4,3,false,true,false,false
C154,wolfSSL/wolfssl,b06458f9a483aa3d4daee3046ad06ae3c0332992,use heap hint with dilithium benchmark,D4,D5,D5,D5,medium,Heap allocation-hint usage in benchmark code; memory-management detail.,D5,D5,3,false,true,false,false
C155,wolfSSL/wolfssl,be6888c589b075f524d49a4436ea6296f2aa9e97,Fixes for Dilithium in TLS handshake,D9,D7,D9,D9,low,Vague 'fixes' with no defect detail.,D9,D9,3,false,true,false,false
C159,open-quantum-safe/liboqs,39fb613efcace1cea90d43ce715bde171b16144e,Merge pull request #505 from open-quantum-safe/ds-default-autoconf,D8,D8,D9,D8,low,Branch concerns default autoconf build configuration.,D8,D8,3,false,true,false,false
C162,openssl/openssl,8f74d8cee3630ede41a4dfa1a85c469d2200c58d,If our server channel creates its own qrx	 set its initial secret,D7,D7,D6,D9,low,Functional secret-setup code with no clear D1-D8 signal.,,D7,2,false,false,false,false
C163,wolfSSL/wolfssl,0ae0b31509c10e6b8f97f8fe86e38245811e395c,The following config:,D8,D8,D8,D9,low,Truncated/garbled message; no usable information.,D8,D8,3,false,true,false,false
C168,wolfSSL/wolfssl,040e2102a84d26c0e0bb350c228a90dec21769bf,Merge pull request #9049 from kojiws/import_mldsa_seed_pkcs8_reapply,D9,D2,D2,D9,low,Branch about importing key material via PKCS8; generic feature.,,,2,false,false,true,false
C171,openssl/openssl,0f22d746628c0c5d2371dd89652137fbbeed6ed6,Fix ML-KEM/ML-DSA macro typo,D8,D8,D7,D9,low,Minor macro typo fix; insufficient detail to be more specific.,,D8,2,false,false,false,false
C175,openssl/openssl,6a6ce4c1f3d3ceee77ad8787d9786d4af896b72d,added use IO::File	 15-test_ml_dsa_codecs.t,D9,D8,D9,D9,high,Adding a Perl test file.,D9,D9,3,false,true,false,false
C181,wolfSSL/wolfssl,cdbd19551e6a84d084b8943776410a19ed5dd8ac,Have ret initialized to 0 in wc_ecc_free() and wc_dilithium_free(),D5,D7,D7,D7,medium,Uninitialized return-code variable fixed in Free functions.,D7,D7,3,false,true,false,false
C186,wolfSSL/wolfssl,0f72d2eafef144f3b6d8c8c7f25cc11ba5087ce0,enable kyber and dilithium in selftest,D9,D9,D8,D9,medium,Enabling algorithms in self-test; test-infrastructure change.,D9,D9,3,false,true,false,false
C191,open-quantum-safe/oqs-provider,5fd47f991a8a04887d1313d287f7ba5ba5fbaefa,remove duplicate LIBOQS_BRANCH option in config doc (#274),D9,D9,D8,D9,medium,Removing a duplicate documentation entry; docs cleanup.,D9,D9,3,false,true,false,false
C192,wolfSSL/wolfssl,21be3776bd89fb4b5499aa90414c37af96623b39,add ML-KEM/ML-DSA support for C# wrapper,D2,D2,D2,D9,low,Adding language-binding (C#) support; generic feature.,D2,D2,3,false,true,false,false
C193,open-quantum-safe/liboqs,1ae9cf6fe53b379c5e7cf40193c844f86a747810,fix: correct cuPQC ML-KEM derand symbol names and #if/#elif chains (#2396),D8,D8,D2,D8,medium,Fixing preprocessor conditional chains and symbol names.,D8,D8,3,false,true,false,false
C194,wolfSSL/wolfssl,994a1fbacca12946fad9914916b3c8d844340b58,Merge pull request #9970 from JacobBarthelmeh/bench,D9,D4,D4,D4,low,Branch name suggests benchmarking work.,D4,D4,3,false,true,false,false
C197,open-quantum-safe/liboqs,f761b06c3de3120c9b831d27edb66aee103eed56,Pull Neon implementation of Falcon from PQClean (#1547),D4,D4,D9,D4,medium,Adding a NEON (SIMD) implementation; performance optimization.,D4,D4,3,false,true,false,false
C198,aws/s2n-tls,9d8e90a3c1eaa4f001e9cdec07ff72732a994a3e,Importing Kyber PQ KEM (#2056),D9,D9,D2,D9,high,Importing a new algorithm implementation; feature addition.,D9,D9,3,false,true,false,false
