finding_id,rule,file,line,message,assisted_verdict,confidence,rationale,review_method
wolfssl_019,R04,wolfcrypt/src/port/riscv/riscv-64-aes.c,8997,Return value of cryptographic function 'wc_AesEncrypt' is unchecked.,TP,medium,Unchecked status on cryptographic/protocol operation.,deterministic_external_assisted_triage
wolfssl_020,R01,wolfcrypt/src/sp_arm64.c,40607,Hardcoded key/buffer size macro 'SP_ECC_MAX_SIG_GEN' value (64) is below PQC minimum requirements.,REVIEW,low,Macro-size warning needs source-context confirmation before being counted as actionable.,deterministic_external_assisted_triage
wolfssl_021,R07,src/ssl_sess.c,4439,Return contract violation: variable 'ret' stores crypto result but is returned without validation.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_022,R02,wolfcrypt/src/asn.c,11692,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_023,R02,wolfcrypt/src/asn_orig.c,8048,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_024,R02,wolfcrypt/src/ecc.c,9439,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_025,R02,wolfcrypt/src/port/caam/wolfcaam_aes.c,357,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_026,R02,wolfcrypt/src/ecc.c,4753,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_027,R02,wolfcrypt/src/port/maxim/maxq10xx.c,2185,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_028,R02,src/internal.c,4015,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_029,R07,wolfcrypt/src/port/Renesas/renesas_common.c,856,Return contract violation: variable 'ret' stores crypto result but is returned without validation.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_030,R02,tests/api.c,4273,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,REVIEW,low,"Test/example/benchmark/fuzz path; useful for rule behavior, but not counted as production precision evidence.",deterministic_external_assisted_triage
wolfssl_031,R02,wolfcrypt/src/port/riscv/riscv-64-aes.c,8933,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_032,R03,wolfcrypt/src/chacha20_poly1305.c,89,Stack-allocated crypto buffer 'inAuthTag' of large size (CHACHA20_POLY1305_AEAD_AUTHTAG_SIZE) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
wolfssl_033,R02,wolfcrypt/src/sp_arm64.c,44178,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_034,R02,wolfcrypt/src/sha.c,694,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_035,R02,wolfcrypt/src/cryptocb.c,1658,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_036,R02,wolfcrypt/src/aes.c,16149,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_037,R02,wolfcrypt/src/port/cavium/cavium_octeon_sync.c,587,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_038,R02,wolfcrypt/src/dsa.c,355,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_039,R02,wolfcrypt/src/port/devcrypto/devcrypto_aes.c,43,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_040,R02,wolfcrypt/src/port/ti/ti-aes.c,821,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_041,R02,wolfcrypt/src/aes.c,7031,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_042,R03,tests/api/test_ossl_rsa.c,75,Stack-allocated crypto buffer 'hash' of large size (SHA256_DIGEST_LENGTH) detected.,REVIEW,low,"Test/example/benchmark/fuzz path; useful for rule behavior, but not counted as production precision evidence.",deterministic_external_assisted_triage
wolfssl_043,R02,src/tls.c,9780,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_044,R02,wolfcrypt/src/evp.c,10151,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_045,R02,src/internal.c,29695,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_046,R07,wolfcrypt/src/wc_lms_impl.c,2012,Return contract violation: variable 'ret' stores crypto result but is returned without validation.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_047,R02,wolfcrypt/src/ecc.c,1701,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_048,R02,wolfcrypt/src/port/caam/wolfcaam_cmac.c,124,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_049,R02,wolfcrypt/src/cmac.c,427,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_050,R02,wolfcrypt/src/wc_pkcs11.c,4151,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_051,R03,tests/api/test_aes.c,2221,Stack-allocated crypto buffer 'key' of large size (AES_128_KEY_SIZE) detected.,REVIEW,low,"Test/example/benchmark/fuzz path; useful for rule behavior, but not counted as production precision evidence.",deterministic_external_assisted_triage
wolfssl_052,R05,wolfcrypt/src/asn.c,9483,Direct call to algorithm-specific API 'wc_falcon_import_public'.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_053,R02,wolfcrypt/src/aes.c,17535,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_054,R02,wolfcrypt/src/port/af_alg/afalg_aes.c,602,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_055,R04,wolfcrypt/src/hpke.c,1097,Return value of cryptographic function 'wc_rng_free' is unchecked.,FP,medium,Lifecycle/utility call; not an actionable status-return migration finding.,deterministic_external_assisted_triage
wolfssl_056,R02,src/pk_rsa.c,1544,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_057,R02,src/pk.c,1219,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_058,R02,wolfcrypt/src/port/cavium/cavium_nitrox.c,769,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_059,R02,wolfcrypt/src/aes.c,12604,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_060,R02,wolfcrypt/src/asn.c,19627,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_061,R02,wolfcrypt/src/evp.c,9612,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_062,R03,wolfcrypt/src/asn.c,22713,Stack-allocated crypto buffer 'hash' of large size (KEYID_SIZE) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
wolfssl_063,R02,wolfcrypt/src/ecc.c,5377,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_064,R02,wolfcrypt/src/aes.c,12706,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_065,R02,src/ssl.c,9429,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_066,R02,wolfcrypt/src/port/kcapi/kcapi_ecc.c,115,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_067,R02,wolfcrypt/src/port/xilinx/xil-aesgcm.c,263,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_068,R02,src/internal.c,862,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_069,R04,wolfcrypt/src/pkcs7.c,3467,Return value of cryptographic function 'wc_PKCS7_WriteOut' is unchecked.,TP,medium,Unchecked status on cryptographic/protocol operation.,deterministic_external_assisted_triage
wolfssl_070,R02,wolfcrypt/src/rsa.c,2656,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_071,R03,wolfcrypt/src/blake2s.c,385,Stack-allocated crypto buffer 'key' of large size (BLAKE2S_KEYBYTES) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
wolfssl_072,R03,wolfcrypt/src/port/nxp/se050_port.c,3326,Stack-allocated crypto buffer 'pubKey' of large size (CURVE25519_PUB_KEY_SIZE) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
wolfssl_073,R02,wolfcrypt/src/evp.c,1839,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_074,R02,src/internal.c,21459,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_075,R02,src/tls13.c,10247,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_076,R02,wolfcrypt/src/aes.c,4257,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_077,R02,src/keys.c,2624,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_078,R03,wolfcrypt/src/curve25519.c,776,Stack-allocated crypto buffer 'pubVal' of large size (CURVE25519_KEYSIZE) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
wolfssl_079,R02,wolfcrypt/src/wc_pkcs11.c,5899,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_080,R02,wolfcrypt/src/aes.c,12841,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_081,R02,wolfcrypt/src/pkcs7.c,9276,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_082,R02,wolfcrypt/src/wc_slhdsa.c,8192,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_083,R02,wolfcrypt/src/port/riscv/riscv-64-aes.c,4052,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_084,R02,src/internal.c,30165,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_085,R02,wolfcrypt/src/asn_orig.c,249,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_086,R02,wolfcrypt/src/port/silabs/silabs_aes.c,158,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_087,R01,wolfcrypt/src/port/autosar/crypto.c,52,Hardcoded key/buffer size macro 'MAX_KEYSTORE' value (15) is below PQC minimum requirements.,REVIEW,low,Macro-size warning needs source-context confirmation before being counted as actionable.,deterministic_external_assisted_triage
wolfssl_088,R02,wolfcrypt/src/aes.c,18652,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_089,R02,wolfcrypt/src/port/devcrypto/devcrypto_aes.c,52,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_090,R07,wolfcrypt/src/port/caam/wolfcaam_ecdsa.c,242,Return contract violation: variable 'ret' stores crypto result but is returned without validation.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_091,R01,wolfcrypt/src/sp_arm64.c,66427,Hardcoded key/buffer size macro 'SP_ECC_MAX_SIG_GEN' value (64) is below PQC minimum requirements.,REVIEW,low,Macro-size warning needs source-context confirmation before being counted as actionable.,deterministic_external_assisted_triage
wolfssl_092,R02,wolfcrypt/src/port/cypress/psoc6_crypto.c,1488,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_093,R02,src/tls.c,9299,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_094,R02,wolfcrypt/src/port/Renesas/renesas_fspsm_util.c,747,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_095,R01,wolfssl/wolfcrypt/port/st/stsafe.h,138,Hardcoded key/buffer size macro 'STSAFE_MAX_KEY_LEN' value (48) is below PQC minimum requirements.,REVIEW,low,Macro-size warning needs source-context confirmation before being counted as actionable.,deterministic_external_assisted_triage
wolfssl_096,R02,src/pk.c,2802,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_097,R02,wolfcrypt/src/sp_c64.c,36543,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_098,R04,wolfcrypt/src/port/intel/quickassist.c,5083,Return value of cryptographic function 'wc_bigint_from_unsigned_bin' is unchecked.,TP,medium,Unchecked status on cryptographic/protocol operation.,deterministic_external_assisted_triage
wolfssl_099,R02,src/tls.c,5039,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_100,R02,src/internal.c,13124,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_101,R02,wolfcrypt/src/aes.c,17393,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_102,R02,wolfcrypt/src/ecc.c,7303,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_103,R02,wolfcrypt/src/asn_orig.c,7774,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_104,R02,wolfcrypt/src/aes.c,16887,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_105,R02,wolfcrypt/src/aes.c,13447,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_106,R02,src/pk_rsa.c,217,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_107,R02,src/tls.c,11918,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_108,R01,wolfssl/wolfcrypt/asn.h,2921,Hardcoded key/buffer size macro 'OCSP_RESPONDER_ID_KEY_SZ' value (20) is below PQC minimum requirements.,REVIEW,low,Macro-size warning needs source-context confirmation before being counted as actionable.,deterministic_external_assisted_triage
wolfssl_109,R02,src/internal.c,33725,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_110,R02,src/pk_ec.c,245,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_111,R02,wolfcrypt/src/ecc.c,14871,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_112,R02,src/internal.c,12969,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_113,R02,wolfcrypt/src/sp_cortexm.c,41306,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_114,R03,wolfcrypt/src/pkcs7.c,4926,Stack-allocated crypto buffer 'digest' of large size (WC_MAX_DIGEST_SIZE) detected.,REVIEW,low,Deployment-dependent stack/heap finding; requires target memory budget or platform policy.,deterministic_external_assisted_triage
wolfssl_115,R02,wolfcrypt/src/port/caam/caam_qnx.c,794,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_116,R02,wolfcrypt/src/aes.c,17522,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_117,R02,wolfcrypt/src/port/Espressif/esp32_sha.c,1764,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_118,R02,src/pk.c,1965,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_119,R03,tests/api/test_curve25519.c,738,Stack-allocated crypto buffer 'priv' of large size (CURVE25519_KEYSIZE) detected.,REVIEW,low,"Test/example/benchmark/fuzz path; useful for rule behavior, but not counted as production precision evidence.",deterministic_external_assisted_triage
wolfssl_120,R02,wolfcrypt/src/ecc.c,3590,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_121,R02,src/pk_rsa.c,2990,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
wolfssl_122,R02,wolfcrypt/src/port/cypress/psoc6_crypto.c,1286,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,TP,medium,Rule-family finding is migration-relevant under the current PQCFirm definition.,deterministic_external_assisted_triage
