coding_id,repo,commit_sha,commit_date,commit_url,commit_message,llm_label,confidence,short_reason,source_pass
C064,open-quantum-safe/liboqs,,,,Include DeriveEncapsulation functionality (Issue #2135) (#2221),D9,medium,Adding new API functionality; generic feature addition.,claude_sonnet_4_6_max
C065,wolfSSL/wolfssl,,,,WolfSSL Kyber and CMake fixes,D8,high,Explicit CMake fixes.,claude_sonnet_4_6_max
C066,wolfSSL/wolfssl,,,,Correct kyber levels. Was copy and paste error.,D1,medium,"Copy-paste error in security-level mapping, which determines key/buffer sizes.",claude_sonnet_4_6_max
C067,open-quantum-safe/liboqs,,,,Merge pull request #539 from open-quantum-safe/vsoftco-update-contributors,D9,high,Contributors file update.,claude_sonnet_4_6_max
C068,wolfSSL/wolfssl,,,,Merge pull request #10407 from Frauschi/Wconversion,D8,medium,Branch concerns -Wconversion compiler warnings.,claude_sonnet_4_6_max
C069,open-quantum-safe/oqs-provider,,,,Remove SPHINCS+ (#740),D2,medium,Removing an algorithm changes the available algorithm set/support.,claude_sonnet_4_6_max
C070,wolfSSL/wolfssl,,,,Fix PQC key exchange with multiple KEM key shares,D2,medium,Fix in key-exchange logic for handling multiple KEM key shares (hybrid negotiation).,claude_sonnet_4_6_max
C071,wolfSSL/wolfssl,,,,wolfcrypt/src/wc_kyber_poly.c: fix bugprone-macro-parentheses for FROM_MSG_BIT.,D9,high,Static-analysis (clang-tidy) lint fix.,claude_sonnet_4_6_max
C072,openssl/openssl,,,,Drop value barrier from ML-DSA reduce_once,D6,medium,Dropping a 'value barrier' typically used to preserve constant-time guarantees.,claude_sonnet_4_6_max
C073,wolfSSL/wolfssl,,,,Merge pull request #10310 from cconlon/d2iMLDSA,D9,low,"Branch about a DER-decoding helper; generic feature, low detail.",claude_sonnet_4_6_max
C074,openssl/openssl,,,,Fix ML-KEM key equality check when either unset,D7,high,Fixes a key-equality check edge case (unset/null key).,claude_sonnet_4_6_max
C075,wolfSSL/wolfssl,,,,cryptocb: always run software cleanup in key Free functions,D5,medium,Ensures cleanup always executes in key-Free functions; resource management.,claude_sonnet_4_6_max
C076,openssl/openssl,,,,ML-DSA: Change ossl_ml_dsa_key_public_from_private() to check that the [...],D7,high,Adds a validation check to a key-derivation function.,claude_sonnet_4_6_max
C077,openssl/openssl,,,,Teach SSL_trace() about ML-DSA,D9,high,Adds tracing/debug support; diagnostic feature.,claude_sonnet_4_6_max
C078,open-quantum-safe/liboqs,,,,Update Kyber and Dilithium from upstream (#1316),D9,high,Upstream algorithm sync; generic maintenance.,claude_sonnet_4_6_max
C079,open-quantum-safe/liboqs,,,,Test against all 100 KAT values (#1560),D9,high,Expanding KAT test vectors; test maintenance.,claude_sonnet_4_6_max
C080,aws/s2n-tls,,,,Add ML-KEM Feature Probe and Test (#4823),D9,high,Adding feature-probe and test; test/feature maintenance.,claude_sonnet_4_6_max
C081,wolfSSL/wolfssl,,,,Fix for liboqs on zephyr,D8,medium,Platform-specific (Zephyr RTOS) fix.,claude_sonnet_4_6_max
C082,wolfSSL/wolfssl,,,,Merge pull request #8207 from bigbrett/dilithium-nightly-fixes,D8,low,Branch concerns nightly CI fixes; inferred from branch name.,claude_sonnet_4_6_max
C083,wolfSSL/wolfssl,,,,Merge pull request #6576 from iyanmv/liboqs-1.8,D8,low,Branch concerns a liboqs dependency version bump.,claude_sonnet_4_6_max
C084,wolfSSL/wolfssl,,,,liboqs depends on pthreads now,D8,high,Explicit new dependency (pthreads) requirement.,claude_sonnet_4_6_max
C085,wolfSSL/wolfssl,,,,add _new/_delete API for ML-KEM/ML-DSA,D5,medium,Adds constructor/destructor ('_new/_delete') lifecycle API tied to allocation.,claude_sonnet_4_6_max
C086,open-quantum-safe/liboqs,,,,Merge pull request #524 from open-quantum-safe/ds-backout-ledakem,D9,medium,Reverting/backing out an algorithm; generic maintenance.,claude_sonnet_4_6_max
C087,wolfSSL/wolfssl,,,,Merge pull request #7677 from Laboratory-for-Safe-and-Secure-Systems/mldsa_fixes,D9,low,Generic 'fixes' merge branch with no defect detail.,claude_sonnet_4_6_max
C088,open-quantum-safe/liboqs,,,,Merge branch 'master' of https://github.com/open-quantum-safe/liboqs,D9,high,"Pure merge commit, no content signal.",claude_sonnet_4_6_max
C089,open-quantum-safe/liboqs,,,,Merge pull request #496 from open-quantum-safe/ds-aes-fix-compilation,D8,medium,Branch concerns fixing an AES compilation issue.,claude_sonnet_4_6_max
C090,open-quantum-safe/liboqs,,,,Add Falcon from PQClean (#660),D9,high,Adding new algorithm implementation from upstream source.,claude_sonnet_4_6_max
C091,wolfSSL/wolfssl,,,,Merge pull request #7740 from JacobBarthelmeh/readme,D9,high,README update.,claude_sonnet_4_6_max
C092,open-quantum-safe/liboqs,,,,Replace the Kyber768 implementation in liboqs master with PQClean's implementation (#466),D9,high,Swapping an algorithm's implementation source; refactor/maintenance.,claude_sonnet_4_6_max
C093,openssl/openssl,,,,ML-DSA: Refactor to use function pointers for AVX2/scalar NTT,D4,medium,"Refactor adds runtime dispatch between AVX2/scalar NTT, a performance mechanism.",claude_sonnet_4_6_max
C094,wolfSSL/wolfssl,,,,Merge pull request #10405 from SparkiDev/mlkem_fixes_1,D9,low,Generic 'fixes' merge branch with no defect detail.,claude_sonnet_4_6_max
C095,open-quantum-safe/liboqs,,,,Add ML-DSA / FIPS 204 final (#1919),D9,high,Adding finalized algorithm implementation; feature work.,claude_sonnet_4_6_max
C096,open-quantum-safe/oqs-provider,,,,Disable Kyber,D2,medium,Disabling an algorithm changes available algorithm selection.,claude_sonnet_4_6_max
C097,wolfSSL/wolfssl,,,,Merge pull request #10047 from Frauschi/mldsa_no_ctx,D2,medium,Branch concerns removing a context parameter from the ML-DSA API signature.,claude_sonnet_4_6_max
C098,wolfSSL/wolfssl,,,,gate dilithium OID autodetection on FIPS 204 draft mode,D2,low,Conditional gating of OID auto-detection; relates to algorithm identification logic.,claude_sonnet_4_6_max
C099,open-quantum-safe/liboqs,,,,PQClean / NTRU Prime update (#1039),D9,high,Upstream algorithm update; generic maintenance.,claude_sonnet_4_6_max
C100,wolfSSL/wolfssl,,,,Changes inspired by Feedback from Sean.,D9,low,No technical detail given.,claude_sonnet_4_6_max
C101,wolfSSL/wolfssl,,,,Dilithium/ML-DSA: Implementation of ML-DSA-44/65/87,D9,high,Adding new algorithm parameter-set implementations; feature work.,claude_sonnet_4_6_max
C102,open-quantum-safe/liboqs,,,,Pull Falcon updates from PQClean (#1523),D9,high,Upstream algorithm update; generic maintenance.,claude_sonnet_4_6_max
C103,open-quantum-safe/liboqs,,,,Merge branch 'master' of https://github.com/open-quantum-safe/liboqs,D9,high,"Pure merge commit, no content signal.",claude_sonnet_4_6_max
C104,open-quantum-safe/liboqs,,,,Use explicit_memset if available. NetBSD has support for it: (#1872),D6,medium,explicit_memset guards against secret-clearing code being optimized away.,claude_sonnet_4_6_max
C105,wolfSSL/wolfssl,,,,Merge pull request #8639 from anhu/cmake_pq,D8,medium,Branch concerns CMake integration for PQC.,claude_sonnet_4_6_max
C106,open-quantum-safe/liboqs,,,,Merge pull request #491 from open-quantum-safe/ds-update-kems,D9,low,Generic KEM-update merge branch; no defect detail.,claude_sonnet_4_6_max
C107,wolfSSL/wolfssl,,,,PQC: CryptoCb support for KEM algorithm Kyber,D2,medium,Adds pluggable crypto-callback ('provider') support for the Kyber KEM.,claude_sonnet_4_6_max
C108,aws/s2n-tls,,,,Merge pull request #1041 from andrewhop/readme,D9,high,README update merge.,claude_sonnet_4_6_max
C109,open-quantum-safe/oqs-provider,,,,Generate (also historical) (O)ID tables (#167),D9,low,"Generating OID identifier tables; tooling/generic, some algorithm-ID relevance.",claude_sonnet_4_6_max
C110,open-quantum-safe/oqs-provider,,,,update Falcon IDs (#125),D2,low,Updating algorithm identifiers; relates to algorithm identification.,claude_sonnet_4_6_max
C111,wolfSSL/wolfssl,,,,Merge pull request #7924 from anhu/pqm4_purge,D8,medium,Removing an external library dependency (pqm4).,claude_sonnet_4_6_max
C112,wolfSSL/wolfssl,,,,"Add LMS, XMSS and ML-DSA to Wconversion",D8,medium,Adding algorithms to a compiler-warning (-Wconversion) suppression list.,claude_sonnet_4_6_max
C113,aws/s2n-tls,,,,Add Kyber Round 3 Fuzz Tests (#2958),D9,high,Adding fuzz tests; test maintenance.,claude_sonnet_4_6_max
C114,wolfSSL/wolfssl,,,,Aarch64 ASM: Use CPU features for more,D4,medium,Using CPU features in assembly is a performance optimization.,claude_sonnet_4_6_max
C115,open-quantum-safe/oqs-provider,,,,"Update to ensure hybrid kex interop, updates for OpenSSL master (#24)",D2,high,Explicitly about hybrid key-exchange interoperability.,claude_sonnet_4_6_max
C116,wolfSSL/wolfssl,,,,Merge pull request #8229 from bigbrett/pqc-macro-protection-quickfix,D8,low,Branch concerns a macro-protection quickfix; likely a conditional-compile guard issue.,claude_sonnet_4_6_max
C117,wolfSSL/wolfssl,,,,Merge pull request #6715 from anhu/WOLFSSL_NO_SPHINCS,D8,medium,Branch adds a build flag to disable SPHINCS+.,claude_sonnet_4_6_max
C118,wolfSSL/wolfssl,,,,Fixes for WolfSSL ML-DSA implementation,D9,low,Vague 'fixes' with no defect detail.,claude_sonnet_4_6_max
C119,wolfSSL/wolfssl,,,,ML-KEM compatibility,D2,low,Vague 'compatibility' note; likely interoperability-related.,claude_sonnet_4_6_max
C120,wolfSSL/wolfssl,,,,Rename ML-KEM hybrids to match IETF Draft.,D2,medium,Renaming hybrid group names to match an IETF draft affects negotiation identifiers.,claude_sonnet_4_6_max
C121,open-quantum-safe/liboqs,,,,liboqs 0.8.0 release,D9,high,Release tagging.,claude_sonnet_4_6_max
C122,openssl/openssl,,,,ml-kem: update to use improved parameter handling,D2,medium,Refactors algorithm parameter handling in the ML-KEM provider.,claude_sonnet_4_6_max
C123,open-quantum-safe/liboqs,,,,Add new KEM API and SIKE (#295),D2,high,Explicitly adds a new KEM API.,claude_sonnet_4_6_max
C124,wolfSSL/wolfssl,,,,Update key share group ranking algorithm,D2,high,Updates the algorithm/group negotiation preference (ranking) logic.,claude_sonnet_4_6_max
C125,wolfSSL/wolfssl,,,,Merge pull request #8853 from JacobBarthelmeh/pqc,D9,low,Generic merge with no defect detail.,claude_sonnet_4_6_max
C126,open-quantum-safe/liboqs,,,,Merge pull request #563 from open-quantum-safe/vsoftco-patch-1,D9,low,Generic patch merge with no defect detail.,claude_sonnet_4_6_max
C127,open-quantum-safe/liboqs,,,,Rename algorithms in Dilithium datasheet,D9,medium,Renaming entries in documentation/datasheet; docs maintenance.,claude_sonnet_4_6_max
C128,wolfSSL/wolfssl,,,,Fix inverted logic in Sphincs and Falcon,D7,medium,Inverted boolean logic likely caused an incorrect validation/check result.,claude_sonnet_4_6_max
C129,openssl/openssl,,,,s3_lib.c: Use illegal_parameter for failing encapsulation in ml_kem,D7,high,Selects the correct TLS alert code for encapsulation failure; error-handling fix.,claude_sonnet_4_6_max
C130,open-quantum-safe/liboqs,,,,Revert 'Update Falcon to 20230207 (...)' (#1392),D9,medium,Reverting a prior update; generic maintenance.,claude_sonnet_4_6_max
C131,open-quantum-safe/liboqs,,,,Fix gcc 11 error for Kyber on arm64 (#1127),D8,high,Explicit compiler-version (gcc 11) build-error fix.,claude_sonnet_4_6_max
C132,wolfSSL/wolfssl,,,,Explicitly declare dilithium_coeff_eta2[] as signed,D8,medium,Explicit signedness declaration fix; a compiler-portability concern.,claude_sonnet_4_6_max
C133,wolfSSL/wolfssl,,,,Fixes for ML-DSA and LMS cast warnings and spelling errors.,D8,medium,Fixing compiler cast warnings (plus minor spelling fixes).,claude_sonnet_4_6_max
C134,wolfSSL/wolfssl,,,,Merge pull request #8947 from SparkiDev/mldsa_openssl_der,D9,low,Generic merge branch with no defect detail.,claude_sonnet_4_6_max
C135,wolfSSL/wolfssl,,,,Fixes from regression testing,D9,low,Vague; no defect detail stated.,claude_sonnet_4_6_max
C136,open-quantum-safe/oqs-provider,,,,"switch doc to release, add backlevel liboqs support (#544)",D8,low,Adds backward-compatible support for an older liboqs version.,claude_sonnet_4_6_max
C137,open-quantum-safe/liboqs,,,,Add section to CONFIGURE.md link (#1578),D9,high,Documentation edit (CONFIGURE.md).,claude_sonnet_4_6_max
C138,open-quantum-safe/liboqs,,,,Update pytest package version (#2408),D8,high,Dependency package version bump.,claude_sonnet_4_6_max
C139,wolfSSL/wolfssl,,,,"dual alg: add ML-DSA test, and misc cleanup.",D9,high,Adding a test plus cleanup.,claude_sonnet_4_6_max
C140,open-quantum-safe/oqs-provider,,,,fixup! Point CI to liboqs 0.11.0,D8,high,CI configuration pointed at a specific dependency version.,claude_sonnet_4_6_max
C141,open-quantum-safe/liboqs,,,,Exported liboqs target in CMake and some CI refactoring. (#840),D8,high,Explicit CMake export and CI refactor.,claude_sonnet_4_6_max
C142,wolfSSL/wolfssl,,,,Merge pull request #4419 from anhu/set1_groups_list,D2,medium,Branch concerns configuring the TLS groups (algorithm) list.,claude_sonnet_4_6_max
C143,open-quantum-safe/liboqs,,,,Support OpenSSL on Windows (#915),D8,high,Explicit new-platform (Windows) support.,claude_sonnet_4_6_max
C144,wolfSSL/wolfssl,,,,Merge pull request #6723 from anhu/bench_sphincs_gating,D4,low,Branch concerns gating SPHINCS+ benchmarks.,claude_sonnet_4_6_max
C145,openssl/openssl,,,,ml-dsa: use TRIE & struct based param name decoders,D2,low,Refactors parameter-name decoding for the ML-DSA provider.,claude_sonnet_4_6_max
C146,openssl/openssl,,,,ASN.1 ML-KEM private key format,D9,medium,Defines a new key-encoding format; feature work.,claude_sonnet_4_6_max
C147,wolfSSL/wolfssl,,,,Initialize Dilithium keyTypeTemp and keySizeTemp,D7,medium,Uninitialized temp variables fixed; defensive-coding/initialization gap.,claude_sonnet_4_6_max
C148,open-quantum-safe/liboqs,,,,Update mlkem-native to v1.1.0 (#2376),D8,high,Dependency version bump (mlkem-native).,claude_sonnet_4_6_max
C149,open-quantum-safe/liboqs,,,,Fix non-Dilithium-related execute failures on Alpine (#796),D8,high,Platform-specific (Alpine) test-execution failure fix.,claude_sonnet_4_6_max
C150,wolfSSL/wolfssl,,,,"HashSLH-DSA APIs now take the pre-hashed digest, not the raw message",D2,high,Changes the API's input semantics (digest vs. raw message).,claude_sonnet_4_6_max
C151,open-quantum-safe/oqs-provider,,,,Force liboqs as a debian package dependency requirement only if it is not a static linked library. (#493),D8,high,Conditional packaging/dependency requirement logic.,claude_sonnet_4_6_max
C152,wolfSSL/wolfssl,,,,Kyber ARM32 ASM: add assembly using base instructions,D4,medium,New ASM implementation; performance optimization.,claude_sonnet_4_6_max
C153,openssl/openssl,,,,Deuglify ML-KEM code after reformat,D9,high,Cosmetic cleanup after a reformat.,claude_sonnet_4_6_max
C154,wolfSSL/wolfssl,,,,use heap hint with dilithium benchmark,D5,medium,Heap allocation-hint usage in benchmark code; memory-management detail.,claude_sonnet_4_6_max
C155,wolfSSL/wolfssl,,,,Fixes for Dilithium in TLS handshake,D9,low,Vague 'fixes' with no defect detail.,claude_sonnet_4_6_max
C156,open-quantum-safe/liboqs,,,,Added SHA256 SPHINCS variants to README and removed references to nist-branch from algorithm datasheets.,D9,high,README/documentation update.,claude_sonnet_4_6_max
C157,openssl/openssl,,,,ML-DSA: Add TLS certificate test,D9,high,Adding a TLS certificate test.,claude_sonnet_4_6_max
C158,open-quantum-safe/oqs-provider,,,,Move the clang-format check from CircleCI to GitHub actions. (#376),D8,high,CI tooling migration (CircleCI to GitHub Actions).,claude_sonnet_4_6_max
C159,open-quantum-safe/liboqs,,,,Merge pull request #505 from open-quantum-safe/ds-default-autoconf,D8,low,Branch concerns default autoconf build configuration.,claude_sonnet_4_6_max
C160,openssl/openssl,,,,ml-dsa(fips): add power up signature self tests for ML-DSA-65,D9,medium,Adding a FIPS power-up self-test; test-infrastructure addition.,claude_sonnet_4_6_max
C161,open-quantum-safe/liboqs,,,,Merge branch 'ds-tests-in-threads' of .../liboqs into ds-tests-in-threads,D9,low,Generic test-related merge with no defect detail.,claude_sonnet_4_6_max
C162,openssl/openssl,,,,"If our server channel creates its own qrx, set its initial secret",D9,low,Functional secret-setup code with no clear D1-D8 signal.,claude_sonnet_4_6_max
C163,wolfSSL/wolfssl,,,,The following config:,D9,low,Truncated/garbled message; no usable information.,claude_sonnet_4_6_max
C164,wolfSSL/wolfssl,,,,Merge pull request #4664 from anhu/Fix_ENCRYPT_LEN,D1,medium,Branch concerns fixing an 'ENCRYPT_LEN' size constant.,claude_sonnet_4_6_max
C165,openssl/openssl,,,,ml-dsa: update to use improved parameter handling,D2,medium,Refactors algorithm parameter handling in the ML-DSA provider.,claude_sonnet_4_6_max
C166,open-quantum-safe/liboqs,,,,Overhauled compiler-time CPU-extension detection. (#713),D8,high,Compiler-time CPU-extension detection overhaul.,claude_sonnet_4_6_max
C167,open-quantum-safe/liboqs,,,,Add OQS_SIG_STFL_keygen_and_sign_supported() for runtime detection (#2434),D2,medium,Adds a new API function for runtime capability detection.,claude_sonnet_4_6_max
