coding_id,repo,commit_sha,commit_date,commit_url,commit_message,llm_label,confidence,short_reason,source_pass
C022,openssl/openssl,af841adf9fb0aedbc047ba8b59a5437ed21a89b8,2025-07-25T13:15:26.000+10:00,https://github.com/openssl/openssl/commit/af841adf9fb0aedbc047ba8b59a5437ed21a89b8,ml_kem kem: convert to using generated param decoders,D2,medium,Generated parameter decoders affect algorithm parameter/API handling.,gpt_5_5_high
C023,wolfSSL/wolfssl,4ff6f5f10c0ef1bee08b007f369ca60970838561,2025-08-27T10:14:39.000+10:00,https://github.com/wolfSSL/wolfssl/commit/4ff6f5f10c0ef1bee08b007f369ca60970838561,ML-KEM/Kyber: fix out of bouds read,D1,high,Out-of-bounds read is a buffer/bounds migration risk.,gpt_5_5_high
C024,open-quantum-safe/oqs-provider,7b21bd3bf35ba5fec53d5e5ab20f071b8afcd8b8,2024-01-23T18:04:32.000+01:00,https://github.com/open-quantum-safe/oqs-provider/commit/7b21bd3bf35ba5fec53d5e5ab20f071b8afcd8b8,bring GOVERNANCE in line with liboqs [skip ci] (#342),D9,high,Governance/documentation alignment.,gpt_5_5_high
C025,open-quantum-safe/oqs-provider,075c60cef96352c8bf749fc8e2ec4236ad3422ab,2021-03-30T15:44:25.000+02:00,https://github.com/open-quantum-safe/oqs-provider/commit/075c60cef96352c8bf749fc8e2ec4236ad3422ab,Hybrid KEM support (#16),D2,high,Hybrid KEM support directly concerns hybrid/negotiation crypto agility.,gpt_5_5_high
C026,wolfSSL/wolfssl,8ca790218cb5b258c6350c96a43ecd8ae685d2a4,2024-12-19T15:23:37.000-07:00,https://github.com/wolfSSL/wolfssl/commit/8ca790218cb5b258c6350c96a43ecd8ae685d2a4,certs_test.h is using raw dilithium keys,D9,medium,Test-certificate raw Dilithium key data; mainly test/data maintenance.,gpt_5_5_high
C027,open-quantum-safe/liboqs,a44bd12ace9d18cace78ff7967e3f5e612a9c6f0,2018-10-17T15:07:04.000-04:00,https://github.com/open-quantum-safe/liboqs/commit/a44bd12ace9d18cace78ff7967e3f5e612a9c6f0,Merge branch 'master' of https://github.com/open-quantum-safe/liboqs,D9,high,Generic branch merge.,gpt_5_5_high
C028,wolfSSL/wolfssl,453404a864073f1689a0caf56d886624b4781af8,2021-11-10T17:33:24.000-05:00,https://github.com/wolfSSL/wolfssl/commit/453404a864073f1689a0caf56d886624b4781af8,Get the falcon keys into wolfssl/certs_test.h,D9,medium,Adds Falcon keys to test certificate header; test-data maintenance.,gpt_5_5_high
C029,wolfSSL/wolfssl,969ad96deeb396747e96fdb71d5edeacea507806,2022-08-18T12:32:58.000-05:00,https://github.com/wolfSSL/wolfssl/commit/969ad96deeb396747e96fdb71d5edeacea507806,examples/{client;server}/{client;server}.c: remove spurious commas in --pqc help strings; and mollify clang-tidy bugprone-suspicious-missing-comma re --force-curve help strings. (#5480),D9,high,Help-string and clang-tidy cleanup.,gpt_5_5_high
C030,wolfSSL/wolfssl,ae0faa40cf6460f8640a47c9ce55c3abcdd04c2d,2022-08-08T17:51:45.000-04:00,https://github.com/wolfSSL/wolfssl/commit/ae0faa40cf6460f8640a47c9ce55c3abcdd04c2d,Bugfix: wolfSSL_get_curve_name() will now print post-quantum group names.,D2,medium,Exposes PQ group names through API output.,gpt_5_5_high
C031,wolfSSL/wolfssl,b41d46a15833616028c33487c3902e2c843cf740,2025-01-25T10:11:25.000-06:00,https://github.com/wolfSSL/wolfssl/commit/b41d46a15833616028c33487c3902e2c843cf740,src/ssl.c and src/ssl_load.c: fix syntax flubs in WOLFSSL_DILITHIUM_FIPS204_DRAFT paths.,D8,high,Syntax fixes in conditional FIPS-204 build paths.,gpt_5_5_high
C032,wolfSSL/wolfssl,f4821eb0f4f49a04ed2ce6aa0b4541cb2f33794d,2025-06-06T11:06:15.000-06:00,https://github.com/wolfSSL/wolfssl/commit/f4821eb0f4f49a04ed2ce6aa0b4541cb2f33794d,Merge pull request #8827 from SparkiDev/ml_kem_codepoints,D2,high,ML-KEM codepoints affect protocol negotiation/algorithm identifiers.,gpt_5_5_high
C033,openssl/openssl,0ef373bd34f3840d6d8b1aa90342244cb41c0f46,2025-06-19T13:44:27.000+10:00,https://github.com/openssl/openssl/commit/0ef373bd34f3840d6d8b1aa90342244cb41c0f46,rename ml_dsa_sig.c to ml_dsa_sig.c.in,D9,high,File rename/template refactoring.,gpt_5_5_high
C034,open-quantum-safe/oqs-provider,7dc61fe7049a3d6c63657e0628d9600220bbe6b4,2023-09-11T19:15:26.000+02:00,https://github.com/open-quantum-safe/oqs-provider/commit/7dc61fe7049a3d6c63657e0628d9600220bbe6b4,Cross-compile to linux-aarch64 from linux-x64 in GitHub actions. (#253),D8,high,Cross-compilation CI support for aarch64.,gpt_5_5_high
C035,wolfSSL/wolfssl,0983ea9a80fc2930cff419640e6c1e7b4a349e0f,2023-09-20T15:45:26.000+08:00,https://github.com/wolfSSL/wolfssl/commit/0983ea9a80fc2930cff419640e6c1e7b4a349e0f,pqc: fix memory type for shared secret storage server side,D5,high,Fixes memory type for shared-secret storage.,gpt_5_5_high
C036,wolfSSL/wolfssl,bfad5398b190da3f8e520e9075c29dc428ca37f0,2026-04-08T14:03:57.000+02:00,https://github.com/wolfSSL/wolfssl/commit/bfad5398b190da3f8e520e9075c29dc428ca37f0,MSVC: replace UINT32_MAX with WOLFSSL_MAX_32BIT in dilithium.c,D8,high,MSVC portability fix for integer macro.,gpt_5_5_high
C037,wolfSSL/wolfssl,f1fff73352fc6d43149af78a7411c75161905cf6,2026-05-08T11:03:49.000-05:00,https://github.com/wolfSSL/wolfssl/commit/f1fff73352fc6d43149af78a7411c75161905cf6,tests/api.c: fix readability-uppercase-literal-suffix in rfc9802_verify_one_cert();,D9,high,Test readability/static-analysis cleanup.,gpt_5_5_high
C038,wolfSSL/wolfssl,f515916f6818e63bfe45017f31be04eaa0e740cd,2022-08-12T20:23:24.000Z,https://github.com/wolfSSL/wolfssl/commit/f515916f6818e63bfe45017f31be04eaa0e740cd,Add liboqs integration to CMake build system (#5407),D8,high,CMake build-system integration for liboqs.,gpt_5_5_high
C039,wolfSSL/wolfssl,56c20aeda0ddf5427f9e1b3112fec326db4a4401,2026-03-23T22:28:17.000-04:00,https://github.com/wolfSSL/wolfssl/commit/56c20aeda0ddf5427f9e1b3112fec326db4a4401,Rust wrapper: dilithium: remove unnecessary size define presence checks,D9,medium,Removes unnecessary wrapper checks; mostly cleanup.,gpt_5_5_high
C040,wolfSSL/wolfssl,3fbbc7c1bbfbb15fb3fc1410b480176a99d07ed3,2024-01-04T16:52:12.000+01:00,https://github.com/wolfSSL/wolfssl/commit/3fbbc7c1bbfbb15fb3fc1410b480176a99d07ed3,Fix implicit conversion.,D8,medium,Implicit-conversion fix suggests compiler/toolchain compatibility.,gpt_5_5_high
C041,aws/s2n-tls,67124cb8d1071c81cd6e64976e4b69bd384ddd6d,2019-05-21T12:17:20.000-07:00,https://github.com/aws/s2n-tls/commit/67124cb8d1071c81cd6e64976e4b69bd384ddd6d,Add more test cases for multiple certificates by name,D9,high,Additional test cases for certificates.,gpt_5_5_high
C042,wolfSSL/wolfssl,a816f329cc47448089f5efdafb4b63d2d6eb74bb,2022-03-11T14:49:46.000-08:00,https://github.com/wolfSSL/wolfssl/commit/a816f329cc47448089f5efdafb4b63d2d6eb74bb,Merge pull request #4856 from anhu/stm32u5,D8,medium,STM32U5 branch suggests embedded platform support.,gpt_5_5_high
C043,open-quantum-safe/liboqs,0ddce4e8b22e40858d10676a556148b26f2ad243,2019-05-17T09:40:31.000-04:00,https://github.com/open-quantum-safe/liboqs/commit/0ddce4e8b22e40858d10676a556148b26f2ad243,Merge pull request #486 from dmjones/link-openssl,D8,medium,OpenSSL linking branch implies dependency/build integration.,gpt_5_5_high
C044,wolfSSL/wolfssl,20ae10fd8c6358405af6cae90b486c807f16d63c,2025-01-24T11:55:04.000-08:00,https://github.com/wolfSSL/wolfssl/commit/20ae10fd8c6358405af6cae90b486c807f16d63c,Merge pull request #8360 from philljj/dual_alg_mldsa,D2,high,Dual-algorithm ML-DSA work signals crypto-agile/hybrid API support.,gpt_5_5_high
C045,open-quantum-safe/oqs-provider,af20d054c06822555234f9b53e6b8b3a446bde17,2021-02-01T16:08:56.000+01:00,https://github.com/open-quantum-safe/oqs-provider/commit/af20d054c06822555234f9b53e6b8b3a446bde17,Full OQS project integration (#1),D8,medium,Full OQS provider integration is dependency/platform integration.,gpt_5_5_high
C046,wolfSSL/wolfssl,7d42ddae486e5982f139c1a798480f8a12ed9c0f,2024-11-04T16:31:18.000+10:00,https://github.com/wolfSSL/wolfssl/commit/7d42ddae486e5982f139c1a798480f8a12ed9c0f,Kyber/ML-KEM: make both available,D2,high,"Makes Kyber and ML-KEM both available, affecting algorithm selection.",gpt_5_5_high
C047,open-quantum-safe/oqs-provider,d5dca7e9e8a17ae291c9d2abdd85286754cc5298,2024-12-30T08:46:58.000+01:00,https://github.com/open-quantum-safe/oqs-provider/commit/d5dca7e9e8a17ae291c9d2abdd85286754cc5298,remove default Kyber and Dilithium support (#603),D2,high,Changes default Kyber/Dilithium availability/configuration.,gpt_5_5_high
C048,open-quantum-safe/liboqs,769412623cc5b5ce936bdd3d60aad4d32e44a31f,2021-11-18T00:56:19.000-05:00,https://github.com/open-quantum-safe/liboqs/commit/769412623cc5b5ce936bdd3d60aad4d32e44a31f,Adding multiple upstream support to doc generation (#1123),D9,medium,Doc-generation upstream support; documentation/tooling maintenance.,gpt_5_5_high
C049,open-quantum-safe/liboqs,2297d7a56d4b51361c8f51e1008f83853c68a449,2026-05-12T20:21:30.000-04:00,https://github.com/open-quantum-safe/liboqs/commit/2297d7a56d4b51361c8f51e1008f83853c68a449,Dependabot configuration and dependency updates (#2420),D8,high,Dependabot/dependency updates.,gpt_5_5_high
C050,wolfSSL/wolfssl,05dc9f0449800c43ecc69d973306a7cc20351fd6,2026-01-08T16:50:28.000+01:00,https://github.com/wolfSSL/wolfssl/commit/05dc9f0449800c43ecc69d973306a7cc20351fd6,Fix memory leak in case of handshake error,D5,high,Fixes memory leak on handshake error path.,gpt_5_5_high
C051,openssl/openssl,7057138f0fb3fef022877bb85d0ea9131a01da46,2025-01-08T12:55:47.000+11:00,https://github.com/openssl/openssl/commit/7057138f0fb3fef022877bb85d0ea9131a01da46,fips: defined for ML-KEM CASTs,D8,medium,FIPS macro/config definition for ML-KEM CASTs.,gpt_5_5_high
C052,wolfSSL/wolfssl,a2635be9e6d645e8d73da09789401fdcf06cc539,2022-09-09T11:41:30.000-04:00,https://github.com/wolfSSL/wolfssl/commit/a2635be9e6d645e8d73da09789401fdcf06cc539,wolfCrypt support for external Kyber implementations (liboqs and pqm4),D2,high,External Kyber implementations require flexible crypto/provider API support.,gpt_5_5_high
C053,wolfSSL/wolfssl,f863513f3712daf5af88c2c0e324b69dfd6e1deb,2024-06-18T18:09:33.000+10:00,https://github.com/wolfSSL/wolfssl/commit/f863513f3712daf5af88c2c0e324b69dfd6e1deb,Kyber: Improve performance of C implementation,D4,high,Explicit C implementation performance improvement.,gpt_5_5_high
C054,open-quantum-safe/liboqs,416778ecc2cd246d02c5684486a7a2489a9d8fbf,2024-12-17T13:17:54.000-05:00,https://github.com/open-quantum-safe/liboqs/commit/416778ecc2cd246d02c5684486a7a2489a9d8fbf,Trigger liboqs-java and liboqs-rust downstream CI (#2021),D8,high,Downstream CI triggering.,gpt_5_5_high
C055,wolfSSL/wolfssl,46f6320380b0667ffc152115ede225957f283da1,2026-03-27T14:33:41.000-04:00,https://github.com/wolfSSL/wolfssl/commit/46f6320380b0667ffc152115ede225957f283da1,Fix PQC hybrid KeyShare pointer sanity.,D7,high,Adds/fixes pointer sanity checks for hybrid KeyShare.,gpt_5_5_high
C056,aws/s2n-tls,4d8243d90d0822d11dd3233fa0080df64dc198f1,2020-07-15T11:05:04.000-07:00,https://github.com/aws/s2n-tls/commit/4d8243d90d0822d11dd3233fa0080df64dc198f1,Add Kyber Round 2 TLS Security Policy (#2138),D9,medium,Security policy addition/documentation.,gpt_5_5_high
C057,open-quantum-safe/liboqs,045c08e18df761380b3a715f4333076a9b9e8b9c,2019-07-31T16:23:44.000-04:00,https://github.com/open-quantum-safe/liboqs/commit/045c08e18df761380b3a715f4333076a9b9e8b9c,Merge pull request #521 from open-quantum-safe/ds-sphincs,D9,low,Merge of SPHINCS branch without specific risk detail.,gpt_5_5_high
C058,open-quantum-safe/liboqs,b2ad3f97c3b80ed5a357be51b928876e9f84bd9a,2023-06-06T20:21:25.000-04:00,https://github.com/open-quantum-safe/liboqs/commit/b2ad3f97c3b80ed5a357be51b928876e9f84bd9a,Fix SPHINCS+ constant-time suppression files (#1480),D6,high,Constant-time suppression files indicate side-channel/CT analysis.,gpt_5_5_high
C059,openssl/openssl,3f28cc6e63cdafdea08921abf12066ddfc68e6ec,2025-04-18T11:09:05.000-05:00,https://github.com/openssl/openssl/commit/3f28cc6e63cdafdea08921abf12066ddfc68e6ec,Test ML-DSA; SLH-DSA; and ML-KEM PCT implementations,D9,high,Adds tests for PQC implementations.,gpt_5_5_high
C060,openssl/openssl,4d3d1c9f014dfdef1b49823e3704bc2845ae73fe,2026-01-11T13:43:08.000+01:00,https://github.com/openssl/openssl/commit/4d3d1c9f014dfdef1b49823e3704bc2845ae73fe,ml_dsa_kmgmt: check params against len and not pointers in ml_dsa_key_fromdata,D7,high,Parameter checking against lengths is validation/error-handling work.,gpt_5_5_high
C061,wolfSSL/wolfssl,0780fd9719ea695d8bb32aa274c1039832e02270,2023-11-22T18:47:11.000+01:00,https://github.com/wolfSSL/wolfssl/commit/0780fd9719ea695d8bb32aa274c1039832e02270,liboqs: add RNG support for sphincs,D2,medium,Adds RNG support through liboqs integration/API path for SPHINCS.,gpt_5_5_high
C062,open-quantum-safe/liboqs,5f28a2af5d4a8a638149c972516d4f5ef6e36c9c,2021-04-25T16:43:56.000-04:00,https://github.com/open-quantum-safe/liboqs/commit/5f28a2af5d4a8a638149c972516d4f5ef6e36c9c,liboqs 0.6.0-rc1,D9,high,Release candidate/version maintenance.,gpt_5_5_high
C063,wolfSSL/wolfssl,76b1300adb17bc6efe24a3033020cd3ea71fc4fc,2026-03-13T17:48:35.000+01:00,https://github.com/wolfSSL/wolfssl/commit/76b1300adb17bc6efe24a3033020cd3ea71fc4fc,ML-KEM fixes,D9,low,Generic ML-KEM fixes with no specific D1-D8 clue.,gpt_5_5_high
C064,open-quantum-safe/liboqs,c62031ee75b61c8d402f3d8e04e47300742ed8bb,2025-08-27T16:05:41.000+02:00,https://github.com/open-quantum-safe/liboqs/commit/c62031ee75b61c8d402f3d8e04e47300742ed8bb,Include DeriveEncapsulation functionality (Issue #2135) (#2221),D2,high,Adds DeriveEncapsulation functionality/API surface.,gpt_5_5_high
C065,wolfSSL/wolfssl,e2b642d4ab597f4b056f30d4d0406ce48aa0cab4,2024-07-22T10:46:48.000+02:00,https://github.com/wolfSSL/wolfssl/commit/e2b642d4ab597f4b056f30d4d0406ce48aa0cab4,WolfSSL Kyber and CMake fixes,D8,high,CMake fixes for Kyber build integration.,gpt_5_5_high
C066,wolfSSL/wolfssl,db6df887a61a01e72366b8ba1fdd35361cb32cd5,2024-10-16T10:00:19.000-04:00,https://github.com/wolfSSL/wolfssl/commit/db6df887a61a01e72366b8ba1fdd35361cb32cd5,Correct kyber levels. Was copy and paste error.,D7,medium,"Corrects copied Kyber level values, a parameter/validation correctness issue.",gpt_5_5_high
C067,open-quantum-safe/liboqs,9f308995972f07af5614eb1bf97668eaee157611,2019-08-13T16:23:32.000-04:00,https://github.com/open-quantum-safe/liboqs/commit/9f308995972f07af5614eb1bf97668eaee157611,Merge pull request #539 from open-quantum-safe/vsoftco-update-contributors,D9,high,Contributor metadata update.,gpt_5_5_high
C068,wolfSSL/wolfssl,4b00525e90b7db91971c429f13fbbc33d7403be1,2026-05-07T12:05:48.000-05:00,https://github.com/wolfSSL/wolfssl/commit/4b00525e90b7db91971c429f13fbbc33d7403be1,Merge pull request #10407 from Frauschi/Wconversion,D8,high,Wconversion/compiler-warning cleanup.,gpt_5_5_high
C069,open-quantum-safe/oqs-provider,15e24d18211e65b7d220acac55d355e1e57f069b,2026-02-02T07:41:52.000-05:00,https://github.com/open-quantum-safe/oqs-provider/commit/15e24d18211e65b7d220acac55d355e1e57f069b,Remove SPHINCS+ (#740),D2,medium,Removes SPHINCS+ algorithm availability.,gpt_5_5_high
C070,wolfSSL/wolfssl,3524ece54e58661add62980af941af249bcfd2f5,2026-04-24T12:07:20.000+02:00,https://github.com/wolfSSL/wolfssl/commit/3524ece54e58661add62980af941af249bcfd2f5,Fix PQC key exchange with multiple KEM key shares,D2,high,Multiple KEM key shares affect hybrid negotiation/key-share handling.,gpt_5_5_high
C071,wolfSSL/wolfssl,ef925b8b3071325812a8021b7401dc4424f6225e,2024-06-06T16:21:32.000-05:00,https://github.com/wolfSSL/wolfssl/commit/ef925b8b3071325812a8021b7401dc4424f6225e,wolfcrypt/src/wc_kyber_poly.c: fix bugprone-macro-parentheses for FROM_MSG_BIT.,D8,medium,Macro-parentheses static-analysis/build hygiene issue.,gpt_5_5_high
C072,openssl/openssl,a2079b82ba9b78f8a9e76c2f3387c39c0b44d28a,2026-04-16T21:41:07.000+10:00,https://github.com/openssl/openssl/commit/a2079b82ba9b78f8a9e76c2f3387c39c0b44d28a,Drop value barrier from ML-DSA reduce_once,D6,medium,Value barrier in reduction code is side-channel/constant-time related.,gpt_5_5_high
C073,wolfSSL/wolfssl,00abce3474d564a0d01ee9cde7002c29acac9cf9,2026-05-05T12:11:49.000-07:00,https://github.com/wolfSSL/wolfssl/commit/00abce3474d564a0d01ee9cde7002c29acac9cf9,Merge pull request #10310 from cconlon/d2iMLDSA,D2,medium,d2i ML-DSA work concerns encoding/import API support.,gpt_5_5_high
C074,openssl/openssl,d20cbc90e48cdd2a56444fc5d6f244d36362cb49,2025-09-16T22:40:32.000+10:00,https://github.com/openssl/openssl/commit/d20cbc90e48cdd2a56444fc5d6f244d36362cb49,Fix ML-KEM key equality check when either unset,D7,high,Fixes equality check behavior when key state is unset.,gpt_5_5_high
C075,wolfSSL/wolfssl,85dd923355525864837644df365c146dc42adbda,2026-03-26T15:08:33.000+01:00,https://github.com/wolfSSL/wolfssl/commit/85dd923355525864837644df365c146dc42adbda,cryptocb: always run software cleanup in key Free functions,D5,high,Key Free cleanup path is memory lifecycle management.,gpt_5_5_high
C076,openssl/openssl,bd8954bfe50b3271475099bcb53565bcb1763e81,2025-02-10T18:06:17.000+11:00,https://github.com/openssl/openssl/commit/bd8954bfe50b3271475099bcb53565bcb1763e81,ML-DSA: Change ossl_ml_dsa_key_public_from_private() to check that the,D7,high,Commit explicitly changes a key-from-private function to perform a check.,gpt_5_5_high
C077,openssl/openssl,a0fc1ff3481375e710136bbd9a2c45cc8749875f,2025-02-06T13:48:52.000Z,https://github.com/openssl/openssl/commit/a0fc1ff3481375e710136bbd9a2c45cc8749875f,Teach SSL_trace() about ML-DSA,D9,medium,Tracing/logging support for ML-DSA.,gpt_5_5_high
C078,open-quantum-safe/liboqs,2e2ddb4e0493014694820471396984b30d59cf97,2022-11-23T21:15:27.000+01:00,https://github.com/open-quantum-safe/liboqs/commit/2e2ddb4e0493014694820471396984b30d59cf97,Update Kyber and Dilithium from upstream (#1316),D9,medium,Upstream Kyber/Dilithium update.,gpt_5_5_high
C079,open-quantum-safe/liboqs,7c56bcb6ce356ef06189d80779c391b626ad3e00,2024-01-30T16:01:46.000-05:00,https://github.com/open-quantum-safe/liboqs/commit/7c56bcb6ce356ef06189d80779c391b626ad3e00,Test against all 100 KAT values (#1560),D9,high,KAT test coverage expansion.,gpt_5_5_high
C080,aws/s2n-tls,ce0234e4116d05936c0847a1d3874f3851e44b3d,2024-10-08T18:49:25.000-07:00,https://github.com/aws/s2n-tls/commit/ce0234e4116d05936c0847a1d3874f3851e44b3d,Add ML-KEM Feature Probe and Test (#4823),D8,medium,Feature probe/testing indicates platform/configuration detection.,gpt_5_5_high
C081,wolfSSL/wolfssl,8a89470422e757de56b03b4b0788247d25a54864,2023-11-30T10:05:40.000+01:00,https://github.com/wolfSSL/wolfssl/commit/8a89470422e757de56b03b4b0788247d25a54864,Fix for liboqs on zephyr,D8,high,Zephyr compatibility fix.,gpt_5_5_high
